norad_id,intl_designator,name,alt_names,object_type,size_class,size_source,mass_kg,length_m,width_m,height_m,deployed_span_m,shape,equiv_sphere_radius_m,rcs_m2,status,gcat_status,launch_date,decay_date,launch_vehicle,launch_site,launch_site_country,launch_pad,operator,operator_country,orbit_source,op_orbit,orbit_epoch,inclination_deg,raan_deg,eccentricity,arg_perigee_deg,mean_anomaly_deg,mean_motion_rev_day,period_min,sma_km,apogee_km,perigee_km,ns_org,ns_nation,ns_status,ns_desc,ns_url
47617,2021-006EJ,Flock 4s-48,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-11-05,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,536.0,524.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47685,2021-006EL,Flock 4s-47,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-10-30,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,537.0,526.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47684,2021-006EK,Flock 4s-46,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-10-20,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,533.0,521.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47688,2021-006EP,Flock 4s-45,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-08-30,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,541.0,523.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47686,2021-006EM,Flock 4s-44,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-10-16,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,537.0,519.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47687,2021-006EN,Flock 4s-43,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-08-27,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,533.0,521.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47612,2021-006EQ,Flock 4s-42,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-10-19,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,538.0,520.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47698,2021-006ER,Flock 4s-41,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-10-11,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,539.0,522.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47499,2021-006CQ,Flock 4s-40,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-04-22,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,535.0,523.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47491,2021-006CG,Flock 4s-4,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-08-19,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,535.0,519.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47490,2021-006CF,Flock 4s-39,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-08-25,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,535.0,523.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47512,2021-006DD,Flock 4s-38,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-03-20,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,535.0,522.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47522,2021-006DN,Flock 4s-37,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-09-27,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,535.0,522.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47530,2021-006DW,Flock 4s-36,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-08-22,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.52,,,,,,,,536.0,526.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47473,2021-006BN,Flock 4s-35,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2023-09-22,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,536.0,526.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47477,2021-006BS,Flock 4s-34,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-10-03,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,535.0,527.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47469,2021-006BJ,Flock 4s-33,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-10-30,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,536.0,526.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47479,2021-006BU,Flock 4s-32,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2023-08-01,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,535.0,527.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47475,2021-006BQ,Flock 4s-31,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-04-22,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.5,,,,,,,,537.0,525.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47544,2021-006EE,Flock 4s-30,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-09-17,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,535.0,527.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47494,2021-006CK,Flock 4s-3,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-02-21,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,535.0,519.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47520,2021-006DL,Flock 4s-29,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-03-27,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,535.0,527.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47514,2021-006DE,Flock 4s-28,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-10-21,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,534.0,515.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47495,2021-006CL,Flock 4s-27,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-09-04,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.5,,,,,,,,537.0,526.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47497,2021-006CN,Flock 4s-26,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2023-11-03,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,536.0,526.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47542,2021-006EC,Flock 4s-25,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-08-21,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,536.0,526.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47539,2021-006DZ,Flock 4s-24,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-08-25,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,535.0,521.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47545,2021-006EF,Flock 4s-23,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2023-12-07,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,536.0,520.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47452,2021-006AR,Flock 4s-22,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-06-20,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,535.0,521.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47456,2021-006AV,Flock 4s-21,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-08-23,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,535.0,521.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47540,2021-006EA,Flock 4s-20,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-10-30,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,535.0,521.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47498,2021-006CP,Flock 4s-2,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2023-11-06,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,535.0,519.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47500,2021-006CR,Flock 4s-19,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-09-14,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,535.0,520.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47496,2021-006CM,Flock 4s-18,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-09-13,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,535.0,521.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47492,2021-006CH,Flock 4s-17,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-08-25,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.52,,,,,,,,535.0,522.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47516,2021-006DG,Flock 4s-16,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-02-24,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,535.0,520.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47521,2021-006DM,Flock 4s-15,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-02-24,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,535.0,520.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47528,2021-006DU,Flock 4s-14,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-08-19,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,535.0,520.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47472,2021-006BM,Flock 4s-13,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-08-19,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,535.0,520.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47471,2021-006BL,Flock 4s-12,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-08-26,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.52,,,,,,,,535.0,520.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47462,2021-006BB,Flock 4s-11,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2025-02-11,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,535.0,520.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47523,2021-006DP,Flock 4s-10,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-09-01,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,535.0,520.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47543,2021-006ED,Flock 4s-1,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2021-01-24,2024-08-16,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.51,,,,,,,,535.0,519.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
47448,2021-006AM,CubeL,-,Payload,~3U,estimated (volume),4.0,0.3,0.1,0.1,0.3,Box,0.1056,,In orbit,O,2021-01-24,-,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,Deutsches Zentrum fur Luft- und Raumfahrt,D,TLE 2026-05-28,LLEO/S,2026-05-28T02:17:40Z,97.2351,198.877,0.0005173,234.3037,125.7729,15.40647113,93.467,6822.335,447.7,440.7,,,,,
,2021-006BC,Cora,-,Payload,1 kg,mass,1.0,0.1,0.1,,0.1,Box,,,Reentered,R,2021-01-24,2024-09-15,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,ARC/CMU,US,GCAT (initial),LLEO/S,,97.51,,,,,,,,535.0,527.0,,,,,
47517,2021-006DH,Astrocast-0105,-,Payload,~3U,estimated (volume),5.0,0.3,0.1,0.1,0.3,Box,0.1056,,In orbit,O,2021-01-24,-,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,Astrocast,CH,TLE 2026-05-28,LLEO/S,2026-05-28T02:46:18Z,97.206,211.6824,0.000779,225.4245,134.6392,15.87509916,90.708,6687.404,314.5,304.1,,,,,
47519,2021-006DK,Astrocast-0104,-,Payload,5 kg,mass,5.0,0.3,0.1,,0.3,Box,,,Reentered,R,2021-01-24,2025-11-28,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,Astrocast,CH,GCAT (initial),LLEO/S,,97.51,,,,,,,,537.0,524.0,,,,,
47487,2021-006CC,Astrocast-0103,-,Payload,~3U,estimated (volume),5.0,0.3,0.1,0.1,0.3,Box,0.1056,,Reentered,R,2021-01-24,2026-05-03,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,Astrocast,CH,TLE 2026-05-28,LLEO/S,2026-05-03T00:31:21Z,97.2367,195.6334,0.0013101,276.8436,83.1368,16.30381751,88.323,6569.651,200.1,182.9,,,,,
47488,2021-006CD,Astrocast-0102,-,Payload,5 kg,mass,5.0,0.3,0.1,,0.3,Box,,,Reentered,R,2021-01-24,2025-02-08,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,Astrocast,CH,GCAT (initial),LLEO/S,,97.51,,,,,,,,535.0,523.0,,,,,
47430,2021-006T,Astrocast-0101,-,Payload,~3U,estimated (volume),5.0,0.3,0.1,0.1,0.3,Box,0.1056,,In orbit,O,2021-01-24,-,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,Astrocast,CH,TLE 2026-05-28,LLEO/S,2026-05-28T05:50:26Z,97.2298,216.107,0.00042,240.5321,119.5527,15.77585748,91.279,6715.42,340.1,334.5,,,,,
,2021-006AE,ASELSAT,-,Payload,3U,nanosats.eu,4.0,0.3,0.1,,0.3,Box + 2 pan,,,Reentered,R,2021-01-24,2024-06-13,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,Askeri Eletronik Sanayi (ASELSAN) A.S.,TR,GCAT (initial),LLEO/S,,97.51,,,,,,,,536.0,522.0,ITU (Istanbul Technical University),Turkey,"Reentered, Operational, ?",Earth observation mission with X-band downlink system.,https://www.nanosats.eu/sat/aselsat
47484,2021-006BZ,ARCE 1C,-,Payload,0.5 kg,mass,0.5,0.05,0.1,,0.1,Box,,,Reentered,R,2021-01-24,2024-01-09,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,University of South Florida,US,GCAT (initial),LLEO/S,,97.51,,,,,,,,536.0,526.0,,,,,
47615,2021-006EG,ARCE 1B,-,Payload,0.5 kg,mass,0.5,0.05,0.1,,0.1,Box,,,Reentered,R,2021-01-24,2024-01-24,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,University of South Florida,US,GCAT (initial),LLEO/S,,97.51,,,,,,,,536.0,522.0,,,,,
47616,2021-006EH,ARCE 1A,-,Payload,0.5 kg,mass,0.5,0.05,0.1,,0.1,Box,,,Reentered,R,2021-01-24,2024-01-19,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,University of South Florida,US,GCAT (initial),LLEO/S,,97.51,,,,,,,,536.0,522.0,,,,,
47440,2021-006AD,AII-Charlie,-,Payload,10 kg,mass,10.0,0.3,0.2,,0.6,Box + 2 pan,,,Reentered,R,2021-01-24,2024-08-06,Falcon 9 (FT5),"Cape Canaveral Air Station, Florida",US,LC40,AUINS/SPQAA,US,GCAT (initial),LLEO/S,,97.52,,,,,,,,535.0,522.0,,,,,
47312,2021-002D,TechEdSat-7,-,Payload,2U,nanosats.eu,4.0,0.3,0.1,,0.8,Box+truss+sail,,,Reentered,R,2021-01-17,2022-05-04,LauncherOne,"Mojave Spaceport, California",US,RW12/30,ARC/SJSU,US,GCAT (initial),LLEO/I,,60.68,,,,,,,,506.0,489.0,NASA Ames Research Center,US,"Reentered, Was operational, ?",Further develop the Exo-Brake system and demonstrate CubeSat Identity Tag (CUBIT) by DARPA.,https://www.nanosats.eu/sat/techedsat-7
47311,2021-002C,RadFxSat-2,"AMSAT-OSCAR-109,AO-109",Payload,3U,nanosats.eu,1.0,0.1,0.1,,0.2,Box + Ant,,,Reentered,R,2021-01-17,2024-04-21,LauncherOne,"Mojave Spaceport, California",US,RW12/30,AMNA/VANDU,US,GCAT (initial),LLEO/I,,60.69,,,,,,,,511.0,493.0,Vanderbilt University,US,"Reentered, Semi-operational","Demonstrate a short interval, cost-effective, on-orbit platform for qualification of components for space.",https://www.nanosats.eu/sat/radfxsat-2
,2021-002G,Q-PACE,-,Payload,3U,nanosats.eu,3.0,0.3,0.1,,0.3,Box,,,Reentered,R,2021-01-17,2024-01-09,LauncherOne,"Mojave Spaceport, California",US,RW12/30,University of Central Florida,US,GCAT (initial),LLEO/I,,60.69,,,,,,,,511.0,493.0,University of Central Florida,US,"Reentered, No signal",Producing tens of thousands of collisions simulating the first steps in planet formation.,https://www.nanosats.eu/sat/q-pace
47345,2021-002N,Prometheus 2.8,-,Payload,2 kg,mass,2.0,0.1,0.1,,0.1,Box,,,Reentered,R,2021-01-17,2023-04-27,LauncherOne,"Mojave Spaceport, California",US,RW12/30,US Special Operations Command,US,GCAT (initial),LLEO/I,,60.69,,,,,,,,512.0,489.0,,,,,
47313,2021-002E,Prometheus 2.11,-,Payload,2 kg,mass,2.0,0.1,0.1,,0.1,Box,,,Reentered,R,2021-01-17,2023-05-02,LauncherOne,"Mojave Spaceport, California",US,RW12/30,US Special Operations Command,US,GCAT (initial),LLEO/I,,60.68,,,,,,,,514.0,493.0,,,,,
