norad_id,intl_designator,name,alt_names,object_type,size_class,size_source,mass_kg,length_m,width_m,height_m,deployed_span_m,shape,equiv_sphere_radius_m,rcs_m2,status,gcat_status,launch_date,decay_date,launch_vehicle,launch_site,launch_site_country,launch_pad,operator,operator_country,orbit_source,op_orbit,orbit_epoch,inclination_deg,raan_deg,eccentricity,arg_perigee_deg,mean_anomaly_deg,mean_motion_rev_day,period_min,sma_km,apogee_km,perigee_km,ns_org,ns_nation,ns_status,ns_desc,ns_url
60525,2024-149BK,ORESAT0.5,-,Payload,1.5U,nanosats.eu,2.0,0.2,0.1,0.1,0.6,Box +antenna,0.0892,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Portland State Aerospace Society, Portland State University",US,TLE 2026-05-28,LLEO/S,2026-05-28T05:32:09Z,97.3728,233.9376,0.0004788,5.368,354.7618,15.44237107,93.25,6811.758,436.9,430.4,Portland State University,US,Operational,"Test the attitude determination and control system (ADCS) of the modular, expandable, and open source OreSat bus.",https://www.nanosats.eu/sat/oresat0.5
60535,2024-149BV,Nightjar,-,Payload,3U,nanosats.eu,5.0,0.3,0.2,0.2,0.3,Box,0.1596,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,Guojia Taikong Zhongxin,TW,TLE 2026-05-28,LLEO/S,2026-05-28T03:58:55Z,97.6861,225.1499,0.0002804,108.0877,252.0651,14.98890151,96.071,6948.461,572.3,568.4,Rapidtek Technologies,Taiwan,"Was operational, ?","Two 3U satellites, equipped with an RGB imager and a software-defined radio (SDR), are set to perform in-orbit demonstrations.",https://www.nanosats.eu/sat/nightjar
60473,2024-149F,Lopen,-,Payload,~1U,estimated (volume),1.83,0.1,0.1,0.1,0.177,Box,0.0691,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,Array Labs,US,TLE 2026-05-28,LLEO/S,2026-05-28T04:11:03Z,97.3782,231.3949,0.0001023,46.358,313.7751,15.39030226,93.565,6827.113,449.7,448.3,,,,,
60533,2024-149BT,Lemur-2 Stella,-,Payload,~3U,estimated (volume),7.6,0.3,0.1,0.1,1.0,Box+ 2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,Spire,US,TLE 2026-05-28,LLEO/S,2026-05-28T05:20:21Z,97.6742,230.5976,0.0002178,107.9884,252.1583,15.11304724,95.282,6910.357,533.7,530.7,,,,,
60578,2024-149DQ,Lemur-2 SquirrelComm,-,Payload,~3U,estimated (volume),7.6,0.3,0.1,0.1,1.0,Box+ 2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,SPIREL/MYRI,L,TLE 2026-05-28,LLEO/S,2026-05-28T04:52:57Z,97.6716,229.1818,0.0007145,115.5919,244.6048,15.06882403,95.562,6923.87,550.7,540.8,,,,,
60579,2024-149DR,Lemur-2 Sierrini,-,Payload,~3U,estimated (volume),7.6,0.3,0.1,0.1,1.0,Box+ 2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,SPIREL/MYRI,L,TLE 2026-05-28,LLEO/S,2026-05-28T05:09:34Z,97.6846,230.7266,0.0003994,228.7721,131.3164,15.10456708,95.335,6912.943,537.6,532.0,,,,,
60536,2024-149BW,Lemur-2 Marhisyam,-,Payload,~3U,estimated (volume),7.6,0.3,0.1,0.1,1.0,Box+ 2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,Spire,US,TLE 2026-05-28,LLEO/S,2026-05-28T04:41:46Z,97.688,230.9991,0.0002694,156.691,203.4442,15.10773025,95.315,6911.978,535.7,532.0,,,,,
60577,2024-149DP,Lemur-2 Lloyd,-,Payload,~3U,estimated (volume),7.6,0.3,0.1,0.1,1.0,Box+ 2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,SPIREL/MYRI,L,TLE 2026-05-28,LLEO/S,2026-05-28T05:10:44Z,97.6753,229.3408,0.000359,190.3883,169.7271,15.08788288,95.441,6918.038,542.4,537.4,,,,,
60576,2024-149DN,Lemur-2 Ahmed-Asrar,-,Payload,~3U,estimated (volume),7.6,0.3,0.1,0.1,1.0,Box+ 2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,SPIREL/MYRI,L,TLE 2026-05-28,LLEO/S,2026-05-28T04:22:53Z,97.7006,233.0024,0.000316,86.4053,273.7538,15.12181491,95.227,6907.686,531.7,527.4,,,,,
60532,2024-149BS,Lemu Nge,-,Payload,6U,nanosats.eu,10.0,0.3,0.2,0.2,0.3,Box+2 pan,0.1596,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,Lemu Earth,CL,TLE 2026-05-28,LLEO/S,2026-05-28T04:07:02Z,97.6851,223.5364,0.0002838,90.9173,269.2373,14.94858487,96.33,6960.949,584.8,580.8,Lemu,Chile,Operational,Hyperspectral nano-satellite dedicated to biodiversity observation.,https://www.nanosats.eu/sat/lemu-nge
60556,2024-149CS,Kanyini,-,Payload,~12U,estimated (volume),12.0,0.3,0.2,0.2,0.4,Box + 2 pan,0.1596,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,SmartSat Cooperative Research Centre,AU,TLE 2026-05-28,LLEO/S,2026-05-28T05:19:57Z,97.3735,234.5885,6.44e-05,326.75,33.3712,15.51123702,92.836,6791.581,413.9,413.0,,,,,
60520,2024-149BE,Iperdrone.0,-,Payload,~12U,estimated (volume),12.0,0.3,0.2,0.2,0.6,Box + 2 pan,0.1596,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,Agenzia Spaziale Italiana,I,TLE 2026-05-28,LLEO/S,2026-05-28T05:33:51Z,97.3785,240.5037,0.000154,290.346,69.7633,15.63604655,92.095,6755.392,378.3,376.2,,,,,
60562,2024-149CY,Hyperfield-1A,-,Payload,6U,nanosats.eu,12.0,0.3,0.2,0.2,0.4,Box + 2 pan,0.1596,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,Kuva Space Oy,FI,TLE 2026-05-28,LLEO/S,2026-05-28T05:08:36Z,97.3805,228.4808,0.0005789,37.4262,322.7381,15.30749084,94.072,6851.713,477.5,469.6,Kuva Space,Finland,Operational,"Our constellation of nanosatellites is equipped with unique hyperspectral camera technology, providing unseen performance/size ratio.",https://www.nanosats.eu/sat/hyperfield-1
60531,2024-149BR,HYPSO-2,-,Payload,6U,nanosats.eu,10.0,0.3,0.2,0.2,0.3,Box+2 pan,0.1596,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,Norges teknisk-naturvitenskapelige universitet,N,TLE 2026-05-28,LLEO/S,2026-05-28T04:06:58Z,97.6845,224.7239,0.0002892,80.2903,279.8646,14.98689428,96.084,6949.082,573.0,568.9,Norwegian University of Science and Technology (NTNU),US,Operational,Hyperspectral imager to monitor algal blooms and other biological activity in the ocean.,https://www.nanosats.eu/sat/hypso-2
60529,2024-149BP,GaindeSat,-,Payload,1U,nanosats.eu,1.0,0.1,0.1,,0.1,Box,,,Reentered,R,2024-08-16,2026-01-21,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,SENSAT/MONTP,SN,GCAT (initial),LLEO/S,,97.45,,,,,,,,516.0,501.0,Senegalese Space Project (SENSAT),Senegal,Operational,First satellite of Senegal with an educational mission.,https://www.nanosats.eu/sat/gaindesat
60521,2024-149BF,GNA-3,-,Payload,3U,nanosats.eu,4.0,0.3,0.1,0.1,0.3,Box,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,Totalforsvarets forskningsinstitut,S,TLE 2026-05-28,LLEO/S,2026-05-28T05:57:47Z,97.3785,242.7738,0.000302,261.3803,98.7121,15.76395829,91.348,6718.799,342.7,338.6,Swedish Defence Research Agency (FOI),Sweden,"Operational, ?",Space situational awareness (TBD).,https://www.nanosats.eu/sat/gna-3
60514,2024-149AY,Flock 4be-9,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,0.1,0.3,Box+2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,TLE 2026-05-28,LLEO/S,2026-05-28T05:07:08Z,97.3798,232.3007,0.0002844,42.6377,317.5089,15.40120582,93.499,6823.89,447.7,443.8,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60515,2024-149AZ,Flock 4be-8,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2024-08-16,2026-04-03,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.44,,,,,,,,516.0,506.0,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60481,2024-149P,Flock 4be-7,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,0.1,0.3,Box+2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,TLE 2026-05-28,LLEO/S,2026-05-28T04:53:24Z,97.3764,231.1158,0.0001834,1.5633,358.5618,15.39390645,93.544,6826.047,449.2,446.7,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60516,2024-149BA,Flock 4be-6,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,0.1,0.3,Box+2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,TLE 2026-05-28,LLEO/S,2026-05-28T05:26:20Z,97.3795,231.7097,0.0003422,34.4076,325.739,15.38965972,93.569,6827.303,451.5,446.8,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60559,2024-149CV,Flock 4be-5,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,0.1,0.3,Box+2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,TLE 2026-05-28,LLEO/S,2026-05-28T05:01:06Z,97.3848,232.0257,0.0003199,37.4367,322.7101,15.39634693,93.529,6825.326,449.4,445.0,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60482,2024-149Q,Flock 4be-4,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2024-08-16,2025-11-18,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.45,,,,,,,,518.0,510.0,Planet Labs,US,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60486,2024-149U,Flock 4be-36,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,0.1,0.3,Box+2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,TLE 2026-05-28,LLEO/S,2026-05-28T04:48:18Z,97.3746,232.3988,0.0002734,5.7177,354.4101,15.42014286,93.384,6818.302,442.0,438.3,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60558,2024-149CU,Flock 4be-35,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,0.1,0.3,Box+2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,TLE 2026-05-28,LLEO/S,2026-05-28T05:45:47Z,97.3704,233.6327,0.0003011,249.4016,110.6919,15.62081872,92.185,6759.781,383.7,379.6,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60495,2024-149AD,Flock 4be-34,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,0.1,0.3,Box+2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,TLE 2026-05-28,LLEO/S,2026-05-28T05:13:13Z,97.3786,232.4087,0.0003048,21.5724,338.565,15.40500181,93.476,6822.769,446.7,442.6,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60502,2024-149AL,Flock 4be-33,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,0.1,0.3,Box+2 pan,0.1056,,Reentered,R,2024-08-16,2026-05-11,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,TLE 2026-05-28,LLEO/S,2026-05-10T04:43:32Z,97.3612,219.117,0.0013224,270.652,89.3257,16.25335546,88.597,6583.242,213.8,196.4,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60497,2024-149AF,Flock 4be-32,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,0.1,0.3,Box+2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,TLE 2026-05-28,LLEO/S,2026-05-28T04:45:40Z,97.3724,231.9203,0.000289,13.6399,346.4925,15.41383911,93.423,6820.161,444.0,440.1,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60488,2024-149W,Flock 4be-31,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,0.1,0.3,Box+2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,TLE 2026-05-28,LLEO/S,2026-05-28T04:23:33Z,97.3805,233.1852,0.0001897,22.1971,337.9359,15.43220477,93.311,6814.749,437.9,435.3,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60499,2024-149AH,Flock 4be-30,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,0.1,0.3,Box+2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,TLE 2026-05-28,LLEO/S,2026-05-28T07:05:53Z,97.379,233.2208,0.0001485,197.8766,162.2435,15.51332625,92.823,6790.971,413.8,411.8,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60561,2024-149CX,Flock 4be-3,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,0.1,0.3,Box+2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,TLE 2026-05-28,LLEO/S,2026-05-28T06:43:00Z,97.3704,232.011,0.0003708,21.5077,338.6325,15.409045,93.452,6821.576,446.0,440.9,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60509,2024-149AT,Flock 4be-29,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,0.1,0.3,Box+2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,TLE 2026-05-28,LLEO/S,2026-05-28T05:11:20Z,97.3816,233.7988,0.0002754,41.4251,318.7206,15.43399494,93.301,6814.222,438.0,434.2,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60519,2024-149BD,Flock 4be-28,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,0.1,0.3,Box+2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,TLE 2026-05-28,LLEO/S,2026-05-28T04:17:22Z,97.3753,233.6503,0.0003802,21.68,338.4608,15.44115252,93.257,6812.116,436.6,431.4,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60513,2024-149AX,Flock 4be-27,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,0.1,0.3,Box+2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,TLE 2026-05-28,LLEO/S,2026-05-28T04:07:33Z,97.3828,230.0187,0.0004226,36.3447,323.8082,15.34047208,93.869,6841.889,466.6,460.9,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60484,2024-149S,Flock 4be-26,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,0.1,0.3,Box+2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,TLE 2026-05-28,LLEO/S,2026-05-28T05:34:41Z,97.3671,233.3311,0.0003584,231.8113,128.2823,15.63136298,92.122,6756.741,381.0,376.2,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60487,2024-149V,Flock 4be-25,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,0.1,0.3,Box+2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,TLE 2026-05-28,LLEO/S,2026-05-28T04:28:06Z,97.3802,231.2092,0.0001367,20.8957,339.2344,15.38239485,93.614,6829.452,452.2,450.4,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60505,2024-149AP,Flock 4be-24,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,0.1,0.3,Box+2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,TLE 2026-05-28,LLEO/S,2026-05-28T04:34:54Z,97.3719,232.3735,0.0003231,19.0172,341.1195,15.42222838,93.372,6817.687,441.8,437.3,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60490,2024-149Y,Flock 4be-23,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,0.1,0.3,Box+2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,TLE 2026-05-28,LLEO/S,2026-05-28T04:33:35Z,97.3785,230.5084,0.0002762,14.3808,345.7515,15.37106814,93.682,6832.807,456.6,452.8,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60494,2024-149AC,Flock 4be-22,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,0.1,0.3,Box+2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,TLE 2026-05-28,LLEO/S,2026-05-28T04:48:23Z,97.374,231.582,0.0002721,7.7674,352.3614,15.40480694,93.477,6822.827,446.5,442.8,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60489,2024-149X,Flock 4be-20,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,0.1,0.3,Box+2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,TLE 2026-05-28,LLEO/S,2026-05-28T04:54:36Z,97.3704,230.1578,0.0002765,2.6915,357.4344,15.37463496,93.661,6831.75,455.5,451.7,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60511,2024-149AV,Flock 4be-2,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,0.1,0.3,Box+2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,TLE 2026-05-28,LLEO/S,2026-05-28T06:14:48Z,97.3833,235.0206,0.0002035,12.6265,347.5037,15.50400519,92.879,6793.693,416.9,414.2,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60563,2024-149CZ,Flock 4be-19,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,0.1,0.3,Box+2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,TLE 2026-05-28,LLEO/S,2026-05-28T05:30:49Z,97.3748,233.3989,0.0003783,23.6052,336.5369,15.43367697,93.302,6814.315,438.8,433.6,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60480,2024-149N,Flock 4be-18,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,0.1,0.3,Box+2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,TLE 2026-05-28,LLEO/S,2026-05-28T05:13:00Z,97.3732,231.7482,0.0002394,347.6961,12.4227,15.41130958,93.438,6820.907,444.4,441.1,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60492,2024-149AA,Flock 4be-17,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,0.1,0.3,Box+2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,TLE 2026-05-28,LLEO/S,2026-05-28T04:49:28Z,97.3778,231.4219,0.0001966,2.5477,357.5778,15.39123248,93.56,6826.838,450.0,447.4,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60483,2024-149R,Flock 4be-16,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2024-08-16,2026-04-25,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.45,,,,,,,,518.0,510.0,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60491,2024-149Z,Flock 4be-15,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,0.1,0.3,Box+2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,TLE 2026-05-28,LLEO/S,2026-05-28T04:12:06Z,97.3698,232.8641,6.98e-05,124.116,236.0161,15.55369873,92.582,6779.215,401.6,400.6,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60517,2024-149BB,Flock 4be-14,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,0.1,0.3,Box+2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,TLE 2026-05-28,LLEO/S,2026-05-28T05:28:31Z,97.3701,231.8307,0.000423,27.4297,332.7172,15.40291869,93.489,6823.384,448.1,442.4,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60512,2024-149AW,Flock 4be-13,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,0.1,0.3,Box+2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,TLE 2026-05-28,LLEO/S,2026-05-28T05:29:17Z,97.3726,232.4414,0.0003373,1.4441,358.6814,15.4127906,93.429,6820.47,444.6,440.0,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60560,2024-149CW,Flock 4be-12,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,0.1,0.3,Box+2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,TLE 2026-05-28,LLEO/S,2026-05-28T05:06:51Z,97.3655,234.8666,0.0001025,218.136,141.9828,15.67310038,91.877,6744.74,367.3,365.9,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60501,2024-149AK,Flock 4be-11,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,0.1,0.3,Box+2 pan,0.1056,,In orbit,O,2024-08-16,-,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,TLE 2026-05-28,LLEO/S,2026-05-28T04:53:24Z,97.3703,232.1363,0.0002926,9.5981,350.5322,15.42233886,93.371,6817.655,441.5,437.5,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
60503,2024-149AM,Flock 4be-10,-,Payload,3U,nanosats.eu,5.7,0.3,0.1,,0.3,Box+2 pan,,,Reentered,R,2024-08-16,2026-04-12,Falcon 9 (FT5),"South Base, Vandenberg Space Force Base, California",US,SLC4E,"Planet Labs, Inc. (Planet)",US,GCAT (initial),LLEO/S,,97.45,,,,,,,,516.0,508.0,Planet Labs,US,Operational,Constellation for optical Earth observation with 3-5m resolution.,https://www.nanosats.eu/sat/dove-flock
